bookID,title,authors,publication_date,publisher
13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,2004-05-19,VIZ Media LLC
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta/Takeshi Obata/Yukari Umezawa,2007-04-03,VIZ Media LLC
13592,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta/Takeshi Obata,2007-08-07,VIZ Media LLC
13593,ヒカルの碁 18、番外編,Yumi Hotta/Yumi Hotta,2002-08-02,集英社
13594,ヒカルの碁 23、あなたに呼びかけている,Yumi Hotta/Yumi Hotta,2003-09-04,集英社
13595,ヒカルの碁 7、若獅子戦,Yumi Hotta/Yumi Hotta,2000-06-07,集英社
13596,ヒカルの碁 15、さよなら,Yumi Hotta/Yumi Hotta,2001-12-24,集英社
13598,ヒカルの碁 13、プロ第一戦,Yumi Hotta/Yumi Hotta,2001-08-08,集英社
13600,ヒカルの碁 14、sai vs toya koyo,Yumi Hotta/Yumi Hotta,2001-10-09,集英社
13602,ヒカルの碁 16、中国棋院,Yumi Hotta/Yumi Hotta,2002-03-04,集英社
13603,ヒカルの碁 6、院生試験,Yumi Hotta/Takeshi Obata,2000-04-09,集英社
13608,ヒカルの碁 9、本戦開始,Yumi Hotta/Yumi Hotta,2000-10-09,集英社
13609,ヒカルの碁 22、打倒高永夏,Yumi Hotta/Yumi Hotta,2003-06-04,集英社
13611,ヒカルの碁 12、新初段シリーズ,Yumi Hotta/Yumi Hotta,2001-05-06,集英社
13614,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,2006-11-07,VIZ Media LLC
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,2005-10-10,VIZ Media LLC
13616,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba/Alexis Kirsch,2006-03-07,VIZ Media LLC
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,2006-05-02,VIZ Media LLC
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,2006-01-03,VIZ Media LLC
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,2005-11-01,VIZ Media LLC
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,2006-07-05,VIZ Media LLC
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,2006-09-05,VIZ Media LLC
13622,Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,2007-01-02,VIZ Media LLC
13623,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,2007-03-06,VIZ Media LLC
13624,The Worm Ouroboros,E.R. Eddison/Keith   Henderson,2006-04-28,Dover Publications
13625,Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),E.R. Eddison/Gerald Ravenscourt Hayes/Keith   Henderson,1977-12-12,Del Rey Books
13628,The Mezentian Gate,E.R. Eddison,1978-04-12,Del Rey
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,1995-08-12,Addison-Wesley Professional
13630,Museum of Terror  Vol. 1: Tomie 1,Junji Ito/伊藤潤二/Naomi Kokubo,2006-08-08,Dark Horse Comics
13631,Museum of Terror  Vol. 2: Tomie 2,Junji Ito/伊藤潤二/Naomi Kokubo,2006-09-19,Dark Horse Manga
13632,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/伊藤潤二,2006-11-21,Dark Horse Manga
13633,Tomie 1  富江,Junji Ito/伊藤潤二,2005-04-04,ComicsOne Corporation
13634,Tomie 2  富江 Part 2,Junji Ito/伊藤潤二,2005-04-04,ComicsOne Corporation
13638,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio/神尾葉子,2003-03-05,Glénat
13639,Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio/神尾葉子,2003-06-18,Glénat
13640,Hana Yori Dango 2 (Boys Over Flowers  #2),Yōko Kamio/神尾葉子,2003-05-14,Glénat
13647,Voices (Annals of the Western Shore  #2),Ursula K. Le Guin,2006-09-01,Harcourt
13648,Gifts (Annals of the Western Shore  #1),Ursula K. Le Guin,2006-04-01,Harcourt
13649,Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu/Ursula K. Le Guin/J.P. Seaton,1998-10-20,Shambhala
13650,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,Ursula K. Le Guin,2004-02-17,Shambhala
13651,The Dispossessed,Ursula K. Le Guin,1994-10-20,Harper Voyager
13653,Five Complete Novels,Ursula K. Le Guin,1985-09-04,Random House Value Publishing
13654,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,2001-09-01,Aladdin Paperbacks
13657,Changing Planes,Ursula K. Le Guin,2005-08-01,Ace
13658,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,2003-09-30,Ace Books
13659,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,2003-10-28,Ace
13660,Jane on Her Own (Catwings  #4),Ursula K. Le Guin/S.D. Schindler,2006-10-01,Orchard Books
13661,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,2004-11-23,Pocket Books
13662,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin/Margot Paronis,2001-09-01,Gallery / Saga Press
13664,Catwings (Catwings #1),Ursula K. Le Guin/S.D. Schindler,2003-05-01,Orchard Books
13666,Wonderful Alexander and the Catwings,Ursula K. Le Guin/S.D. Schindler,1994-09-01,Orchard Books
13667,The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,2004-11-01,Gallery Books
13674,The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,1997-07-01,Everyman Chess
13677,Tal-Botvinnik 1960,Mikhail Tal/Hanon W. Russell,2001-07-03,Russell Enterprises
13688,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford,2003-01-30,Penguin Books
13719,Cromartie High School  Vol. 06,Eiji Nonaka/Brendan Frayne,2006-06-06,ADV Manga
13720,Cromartie High School  Vol. 05,Eiji Nonaka/Brendan Frayne,2006-03-21,ADV Manga
13722,Cromartie High School  Vol. 01,Eiji Nonaka/Brendan Frayne,2005-03-01,ADV Manga
13724,Cromartie High School  Vol. 02,Eiji Nonaka/Brendan Frayne,2005-06-14,ADV Manga
13727,Bleach  Volume 16,Tite Kubo,2006-12-05,VIZ Media LLC
13728,Bleach  Volume 13,Tite Kubo,2006-06-06,VIZ Media LLC
13729,Bleach  Volume 10,Tite Kubo,2005-12-06,VIZ Media LLC
13730,Bleach  Volume 18,Tite Kubo,2007-04-03,VIZ Media LLC
13731,Bleach  Volume 17,Tite Kubo,2007-02-06,VIZ Media LLC
13733,Bleach  Volume 19,Tite Kubo,2007-06-05,VIZ Media LLC
13735,Bleach  Volume 20,Tite Kubo,2007-08-07,VIZ Media LLC
13737,The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,2007-03-13,TokyoPop
13739,Twelve Fair Kingdoms,Suzette Haden Elgin,1983-03-01,Berkley
13741,Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),Hiroyuki Morioka,2007-01-01,TokyoPop
13743,Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),Hiroyuki Morioka,2007-05-01,TokyoPop
13746,Julie and Julia: My Year of Cooking Dangerously,Julie Powell,2006-09-07,Back Bay Books
13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,2005-09-01,Little Brown and Company
13752,The Master of Go,Yasunari Kawabata/Edward G. Seidensticker,1996-05-28,Vintage
13759,Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,2006-05-09,Greenwillow Books
13762,Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,2006-05-01,New American Library
13764,Red River  Vol. 14 (Red River  #14),Chie Shinohara,2006-09-12,VIZ Media LLC
13765,Red River  Vol. 15 (Red River  #15),Chie Shinohara,2006-11-01,Viz Media
13767,Red River  Vol. 16 (Red River  #16),Chie Shinohara,2007-01-01,Viz Media
13769,Red River  Vol. 17 (Red River  #17),Chie Shinohara,2007-04-10,VIZ Media LLC
13783,Tramps Like Us  Volume 8,Yayoi Ogawa,2006-02-07,TokyoPop
13784,Tramps Like Us  Volume 9,Yayoi Ogawa,2006-06-01,TokyoPop
13785,Tramps Like Us  Volume 11,Yayoi Ogawa,2007-02-01,TokyoPop
13786,Tramps Like Us  Volume 12,Yayoi Ogawa,2007-06-01,TokyoPop
13793,きみはペット 11 [Kimi wa Petto 11],Yayoi Ogawa/小川 彌生,2004-11-12,講談社
13797,Suki's Kimono,Chieri Uegaki/Stéphane Jorisch,2005-09-01,Kids Can Press
13800,The Interpreter,Suki Kim,2004-01-01,St. Martins Press
13806,The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,2007-01-30,Harry N. Abrams
13807,Flight of the Nighthawks (The Darkwar Saga  #1),Raymond E. Feist,2006-04-11,Harper Voyager
13812,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,1994-01-01,Bantam Spectra
13814,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,2007-03-27,EOS
13820,Manna from Heaven,Roger Zelazny/Scott Zrubeck/Steven Brust,2006-05-29,Wildside Press
13821,Lord of Light,Roger Zelazny,2010-03-30,Harper Voyager
13823,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,2005-10-01,iBooks
13829,Terrier (Beka Cooper  #1),Tamora Pierce,2006-10-24,Random House
13831,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,2005-01-01,Simon Pulse
13832,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,2006-10-24,Random House
13833,Emperor Mage (Immortals  #3),Tamora Pierce,2005-06-01,Simon Pulse
13834,The Realms of the Gods (Immortals  #4),Tamora Pierce,2006-01-01,Simon Pulse
13835,In the Hand of the Goddess (Song of the Lioness  #2),Tamora Pierce,2005-01-01,Simon Pulse
13836,Wild Magic (Immortals  #1),Tamora Pierce,2005-06-01,Simon Pulse
13837,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,2005-01-01,Simon Pulse
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2002-05-28,Random House Trade Paperbacks
13842,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan/Scott Brick,2007-05-21,Your Coach Digital
13845,More Milly Molly Mandy,Joyce Lankester Brisley,1999-09-01,Kingfisher
13847,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,2007-01-31,Gibbs Smith
13853,The Lion  the Witch and the Wardrobe,C.S. Lewis/Pauline Baynes,2003-11-04,HarperCollins
13854,Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,2006-09-12,Wizards of the Coast
13856,Witches Abroad (Discworld  #12),Terry Pratchett,2005-08-01,Corgi
13860,The Wizard's Apprentice (The Keepers  #2),Jackie French Koller/Rebecca Guay,2003-12-01,Aladdin
13867,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,1993-12-01,Spectra
13871,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist/Brett Booth,2006-06-29,Dabel Brothers Productions
13872,Geek Love,Katherine Dunn,2002-06-11,Random House Vintage
13876,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,2006-07-11,Yearling
13878,Prince of the Blood (Krondor's Sons  #1),Raymond E. Feist,2007-12-18,BantamSpectra
13879,Shards of a Broken Crown (The Serpentwar Saga  #4),Raymond E. Feist,1998-04-01,AvonEos
13881,Rage of a Demon King (The Serpentwar Saga  #3),Raymond E. Feist,1997-04-01,Avon Books
13890,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,1997-11-15,Tor Books
13891,Winter's Heart (The Wheel of Time  #9),Robert Jordan,2002-01-07,Tor Fantasy
13895,The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,1994-07-04,Orbit
13912,A Beautiful Mind,Sylvia Nasar,2002-02-04,Faber  Faber
13913,How To Have A Beautiful Mind,Edward de Bono,2004-06-03,Vermilion
13914,The State of Mind Called Beautiful,Sayadaw U. Pandita/Kate Wheeler/Swami Vivekananda,2006-04-13,Wisdom Publications
13916,Il genio dei numeri,Sylvia Nasar/Carlo Capararo/Sergio Mancini/Roberta Zuppet,2002-02-01,Rizzoli
13922,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,2004-08-01,Tor Books
13923,Blade of Fortriu (The Bridei Chronicles  #2),Juliet Marillier,2006-10-31,Tor
13924,The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,2006-06-13,Tor Books
13925,Child of the Prophecy (Sevenwaters  #3),Juliet Marillier,2003-06-16,Tor Books
13927,Son of the Shadows (Sevenwaters  #2),Juliet Marillier,2002-06-17,Tor Books
13929,Wildwood Dancing (Wildwood  #1),Juliet Marillier,2007-01-23,Alfred A. Knopf
13930,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,2005-03-18,Tor Books
13931,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,2005-11-01,Tor Fantasy
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,2002-04-02,Scribner
13934,The Noonday Demon: An Anatomy of Depression,Andrew Solomon,2002-04-04,Vintage
13939,My Secret: A PostSecret Book,Frank Warren,2006-10-24,William Morrow
13943,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,2007-01-09,William Morrow
13944,The Secret Life of Houdini: The Making of America's First Superhero,William Kalush/Larry Sloman,2006-10-31,Atria Books
13947,The Golden Key,Melanie Rawn/Kate Elliott/Jennifer Roberson,1997-09-19,Pan
13951,The Case Of The Golden Key (Jigsaw Jones Mystery #19),James Preller/Jamie  Smith,2002-09-01,Scholastic Paperbacks
13954,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,2008-02-02,Bethany House Publishers
13956,Wise Child,Monica Furlong,2004-02-24,Random House
13964,The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,Konrad Eisenbichler,1998-05-30,University of Toronto Press
13965,King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,2002-08-11,Routledge
13968,The Konrad Saga (Konrad  #1-3),David S. Garnett/David Ferring,2005-04-26,Games Workshop
13979,Aerie (Dragon Jousters  #4),Mercedes Lackey,2006-10-03,DAW Books
13980,Sanctuary (Dragon Jousters  #3),Mercedes Lackey,2006-05-02,DAW
13981,Fortune's Fool (Five Hundred Kingdoms  #3),Mercedes Lackey,2007-02-27,Luna Books
13982,The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,2004-10-25,Luna Books
13983,The Wizard of London (Elemental Masters  #4),Mercedes Lackey,2006-10-03,DAW
13985,By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,2007-02-06,Baen
13986,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,1987-03-03,Daw Books
13987,Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,2005-10-04,DAW
13988,Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander,2005-12-06,DAW
13990,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,1995-09-01,Daw Books
13991,This Rough Magic (Heirs of Alexandria  #2),Mercedes Lackey/Eric Flint/Dave Freer,2005-06-01,Baen
13993,Joust (Dragon Jousters  #1),Mercedes Lackey,2004-03-02,DAW
13994,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,1994-08-01,DAW
13995,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,1992-07-07,DAW
13996,Alta (Dragon Jousters  #2),Mercedes Lackey,2005-03-01,Daw Books
13997,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,2002-03-05,Daw Books
13998,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,1996-10-01,DAW
14000,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,2004-10-05,DAW
14002,Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,1997-01-01,Daw Books
14003,The River's Gift,Mercedes Lackey,1999-10-02,Roc Hardcover
14004,Jinx High (Diana Tregarde  #3),Mercedes Lackey,2000-09-05,St. Martins Press-3PL
14007,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,2000-11-01,DAW
14008,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,2007-01-30,Baen
14009,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,1998-10-01,DAW
14012,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,2005-08-01,St. Martins Press-3PL
14013,Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,2005-10-25,Luna Books
14014,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,1988-01-05,Daw Books
14016,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,2000-05-25,Penguin
14026,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,2005-04-18,University of California Press
14029,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,1996-01-30,Vintage
14030,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,1998-08-29,Counterpoint
14031,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,2006-11-14,Farrar  Straus and Giroux
14032,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata/Edward G. Seidensticker/Yukio Mishima,2004-02-06,Kodansha International
14033,First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,1999-10-12,Counterpoint
14043,Romanee Conti: The World's Most Fabled Wine,Richard Olney,1995-09-15,Rizzoli International Publications
14045,As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,Lady Sarashina/Ivan Morris,1975-01-30,Penguin Classics
14046,The Time Traveler's Wife,Audrey Niffenegger,2005-10-01,MacAdam/Cage
14049,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,2006-10-01,Harlequin Books
14051,Part-Time Wife (Hometown Heartbreakers  #4),Susan   Mallery,1996-03-25,Silhouette Special Edition
14054,The Little Friend,Donna Tartt,2007-06-01,Bloomsbury
14055,The Little Friend,Donna Tartt,2002-10-28,Bloomsbury
14056,The Littles and Their Amazing New Friend,John Lawrence Peterson,1999-03-01,Scholastic Paperbacks
14060,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,1998-09-05,HarperCollins
14063,The Legend of the Poinsettia,Tomie dePaola,1997-10-06,Puffin Books
14064,I Am Legend,Richard Matheson,1999-01-21,Millenium
14069,Throne of Jade (Temeraire  #2),Naomi Novik,2006-04-25,Del Rey Books
14072,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,1999-03-15,St. Martin's Paperbacks
14075,A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,2006-02-01,Imprint Academic
14081,Utena: Revolutionary Girl 01,Chiho Saito,2003-02-01,Carlsen
14082,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,2006-11-02,Penguin Classics
14084,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,2003-07-07,Farrar  Straus and Giroux
14088,O Xará,Jhumpa Lahiri,2004-08-30,Companhia das Letras
14089,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,2005-01-18,ADV Manga
14091,Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,2004-10-12,ADV Manga
14092,Prétear  Vol. 2 (Prétear  #2),Junichi Satō/Kaori Naruse,2004-08-24,ADV Manga
14093,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,2005-10-25,VeloPress
14095,A Power Governments Cannot Suppress,Howard Zinn,2006-12-01,City Lights Publishers
14096,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,2005-01-05,Hachette Books
14098,Mindfulness for Beginners,Jon Kabat-Zinn,2006-07-01,Sounds True
14106,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,2006-03-28,Penguin Books
14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,2000-06-01,Transworld Publishers
